             ID                                                                                             Station                                             River                                             Basin                         Country       lon       lat elevation     EGM08     EGM96                       Satellite       Start Date         End Date       Status
000000000000105                                                                                             ID_0105                                             River                                             basin                         country  -72.5250   -3.4920  -99.0000   19.8040   20.3800                       satellite       start_date         end_date       status
000000000000106                                                                                             ID_0106                                             River                                             basin                         country  -72.7250   -3.4750  -99.0000   19.8060   20.4600                       satellite       start_date         end_date       status
000000000000107                                                                                             ID_0107                                             River                                             basin                         country  -73.0080   -3.4920  -99.0000   20.1740   20.8600                       satellite       start_date         end_date       status
000000000000108                                                                                             ID_0108                                             River                                             basin                         country  -73.2080   -3.7250  -99.0000   20.4330   21.4200                       satellite       start_date         end_date       status
000000000000109                                                                                             ID_0109                                             River                                             basin                         country  -73.1580   -3.8080  -99.0000   20.4030   21.4300                       satellite       start_date         end_date       status
000000000000110                                                                                             ID_0110                                             River                                             basin                         country  -73.1750   -3.9920  -99.0000   20.3320   21.4000                       satellite       start_date         end_date       status
000000000000111                                                                                             ID_0111                                             River                                             basin                         country  -73.2580   -4.1920  -99.0000   20.0780   21.1800                       satellite       start_date         end_date       status
000000000000112                                                                                             ID_0112                                             River                                             basin                         country  -73.3750   -4.2580  -99.0000   19.8240   20.9500                       satellite       start_date         end_date       status
000000000000113                                                                                             ID_0113                                             River                                             basin                         country  -73.4250   -4.4080  -99.0000   19.5560   20.6300                       satellite       start_date         end_date       status
000000000000114                                                                                             ID_0114                                             River                                             basin                         country  -73.7580   -4.6080  -99.0000   18.6530   19.6800                       satellite       start_date         end_date       status
000000000000115                                                                                             ID_0115                                             River                                             basin                         country  -73.9250   -4.4920  -99.0000   18.3180   19.4600                       satellite       start_date         end_date       status
000000000000116                                                                                             ID_0116                                             River                                             basin                         country  -74.0580   -4.5080  -99.0000   17.8210   19.0500                       satellite       start_date         end_date       status
000000000000117                                                                                             ID_0117                                             River                                             basin                         country  -74.2420   -4.6750  -99.0000   16.8220   18.0600                       satellite       start_date         end_date       status
000000000000118                                                                                             ID_0118                                             River                                             basin                         country  -74.3250   -4.6420  -99.0000   16.4920   17.7900                       satellite       start_date         end_date       status
000000000000119                                                                                             ID_0119                                             River                                             basin                         country  -74.5750   -4.4580  -99.0000   15.4620   17.0600                       satellite       start_date         end_date       status
