time,chainage [m],lat,lon,observed height [m],outlier
20120504 22:37:17,703412.89,29.339032,88.141452,4830.28,1
20130508 04:20:59,706257.94,29.338277,88.1624,4669.87,1
20110726 12:39:37,707021.98,29.343035,88.171442,4238.61,1
20120209 14:43:50,707296.45,29.351356,88.182291,4473.88,1
20101113 13:11:25,707660.18,29.333896,88.17953,4711.18,1
20130801 00:08:10,708291.83,29.344074,88.19027,3904.61,0
20110726 12:39:37,708335.89,29.334554,88.187095,4247.79,1
20130801 00:08:10,708470.04,29.338744,88.190154,3905.18,0
20130801 00:08:10,708472.09,29.341379,88.191187,3904.4,0
20110206 08:58:33,708474.27,29.336943,88.189509,4455.85,1
20120504 10:31:08,708571.46,29.337353,88.190718,4579.85,1
20130801 00:08:10,708668.61,29.333405,88.190255,3905.95,0
20130801 00:08:10,708918.2,29.336002,88.192575,3904.49,0
20130801 00:08:10,708953.69,29.328031,88.191519,3905.28,0
20130801 00:08:10,709144.35,29.325317,88.193019,3905.06,0
20130801 00:08:10,709297.32,29.319961,88.193654,3904.72,0
20110206 08:58:33,709473.42,29.329137,88.196904,4380.16,1
20121021 14:11:53,710122.41,29.33339,88.201084,4603.11,1
20130211 20:27:39,712123.09,29.346753,88.21116,4418,1
20120209 14:43:50,712290.68,29.349521,88.210905,4453.84,1
20111019 08:27:06,713197.24,29.354939,88.216505,4641.79,1
20130507 16:14:56,713262.55,29.35683,88.213051,4536.42,1
20120209 14:43:50,713446.37,29.357778,88.215366,4473.27,1
20120504 10:31:08,713773.6,29.359963,88.219081,4549.83,1
20111019 08:27:06,713801.61,29.360192,88.218899,4666.15,1
20121021 14:11:53,714101.14,29.36274,88.217615,4585.79,1
20130801 00:08:10,714342.66,29.375727,88.20167,3903.85,0
20130801 00:08:10,714342.66,29.367737,88.201367,3900.58,0
20130801 00:08:10,714342.66,29.36252,88.197574,3901.92,0
20130211 20:27:39,714574.12,29.36572,88.21951,4292.06,1
20130507 16:14:56,715691.11,29.362647,88.229043,4503,1
20130731 12:02:07,716670.94,29.37085,88.238938,5117.79,1
20130731 12:02:07,717077.85,29.36833,88.244472,5049.98,1
20131024 19:55:31,718800.14,29.356549,88.257792,4494.03,1
20121021 14:11:53,720518.42,29.347621,88.268487,4101.05,1
20131024 19:55:31,720910.21,29.348086,88.272721,4407.54,1
20120504 10:31:08,721433.74,29.3509,88.278503,4565.07,1
20100722 18:48:53,721534.82,29.346954,88.279618,5475.08,1
20111019 08:27:06,722032.99,29.3502,88.284689,4625.88,1
20120728 06:18:33,723774.02,29.35588,88.301806,5138.93,1
20120112 04:14:55,725837.35,29.344056,88.316393,5360.42,1
20111019 08:27:06,725970.85,29.343867,88.317752,4646.27,1
20121021 02:05:50,727304.25,29.339211,88.330521,3889.69,0
20110108 22:29:39,728310.43,29.334063,88.339011,5529.26,1
20121021 02:05:50,728741.71,29.331545,88.341396,3888.34,0
20130409 05:46:03,731115.28,29.31941,88.361829,4207.88,1
20120728 06:18:33,732778.13,29.320527,88.377392,5121.58,1
20121021 02:05:50,734010.87,29.31705,88.390453,3881.66,0
20110403 18:17:09,735333.22,29.319847,88.402353,3880.93,0
20110403 18:17:09,735453.59,29.31451,88.402884,3879.25,0
20110403 18:17:09,735499.25,29.309195,88.402644,3882.99,0
20110403 18:17:09,735539.3,29.322431,88.404835,3881.25,0
20121021 02:05:50,735640.51,29.312149,88.404504,3879.04,0
20120629 19:49:33,735674.5,29.320189,88.405935,4736.35,1
20130114 09:58:48,735783.34,29.313924,88.406222,4743.32,1
20120111 16:08:47,735844,29.30918,88.406214,3881.33,0
20131024 07:49:24,738319.11,29.33176,88.429362,4702.82,1
20120111 16:08:47,738615.33,29.318093,88.431724,3878.19,0
20120111 16:08:47,738751.15,29.320853,88.433295,3877.87,0
20120111 16:08:47,739246.47,29.323743,88.439094,3876.38,0
20110108 10:23:38,739283.01,29.324661,88.438387,4831.41,1
20120111 16:08:47,739642.8,29.326573,88.442947,3875.27,0
20120111 16:08:47,740258.97,29.334562,88.437983,3874.59,0
20110108 10:23:38,740440.7,29.335391,88.44076,4851.19,1
20110403 06:11:05,740992.5,29.338036,88.44559,4882.88,1
20110108 10:23:38,741338.51,29.338335,88.449944,4843.94,1
20121021 02:05:50,741836.83,29.340266,88.452665,3871.97,0
20120111 16:08:47,746420.4,29.360683,88.493749,3874.2,0
20120111 16:08:47,747125.16,29.3582,88.501348,3867.12,0
20110403 06:11:05,747156.3,29.35863,88.501618,4820.43,1
20130702 13:27:15,748562.13,29.351779,88.513109,4930.58,1
20130408 17:40:01,748782.6,29.353998,88.516344,4220.57,1
20120629 19:49:33,749230.4,29.343742,88.521116,5539.73,1
20120405 11:56:11,751075.07,29.341087,88.526584,4857.2,1
20130925 21:20:29,752135.56,29.344097,88.5472,5374.44,1
20110403 06:11:05,752149.3,29.338208,88.539804,4858.02,1
20120922 15:36:59,752446.81,29.333698,88.544285,3865.65,0
20120922 15:36:59,752526.58,29.330995,88.545312,3865.33,0
20120922 15:36:59,752790.72,29.336226,88.549008,3864.92,0
20120405 11:56:11,754555.7,29.328824,88.563663,4880.24,1
20130702 13:27:15,754858.91,29.328927,88.566803,4840.91,1
20130408 17:40:01,754939.68,29.331228,88.567842,4235.71,1
20110627 01:58:39,755243.27,29.327524,88.571696,3863.2,0
20111214 05:39:43,755308.25,29.327588,88.572362,3861.51,0
20110627 01:58:39,755888.78,29.333135,88.577251,3862.12,0
20110627 01:58:39,756302.71,29.33597,88.580976,3861.75,0
20110627 01:58:39,756489.78,29.341522,88.584576,3861.41,0
20121216 11:24:03,756821.28,29.332349,88.586516,3860.47,0
20120629 07:43:32,756828.05,29.33214,88.586536,4320.85,1
20121216 11:24:03,757060.78,29.335023,88.587393,3860.68,0
20121216 11:24:03,757256.29,29.342936,88.586423,3860.47,0
20111214 05:39:43,758549.23,29.332012,88.605707,3859.09,0
20111214 05:39:43,759146.36,29.345736,88.601714,3860.07,0
20121216 11:24:03,759342.2,29.354058,88.603777,3874.79,0
20101210 23:54:50,759930.57,29.342855,88.611378,3859.54,0
20130925 09:14:23,760580.43,29.34168,88.620023,4508.8,1
20120308 01:27:14,761992.25,29.357964,88.633197,5628.34,1
20130311 07:11:10,763592.38,29.334766,88.645393,3855.26,0
20130311 07:11:10,763740.53,29.342802,88.64678,3854.77,0
20110305 19:42:08,764897.65,29.344139,88.655834,3854.32,0
20110919 21:45:57,765353.25,29.354855,88.653148,4578.88,1
20130311 07:11:10,765467.22,29.355981,88.655982,3856.69,0
20110305 19:42:08,766958.54,29.346368,88.671507,3851.11,0
20110919 21:45:57,767478.6,29.341974,88.673783,4098.35,1
20120922 03:30:58,767517.53,29.344228,88.675384,4150.55,1
20130925 09:14:23,767663.54,29.340666,88.675186,4322.02,1
20120308 01:27:14,768294.32,29.334996,88.679347,4211.09,1
20110919 21:45:57,769101.23,29.337112,88.691561,4094.72,1
20130604 02:58:24,770139.99,29.34027,88.701927,4125.21,1
20111213 17:33:40,770536.84,29.33849,88.705887,4541.16,1
20130925 09:14:23,770658.42,29.338947,88.707176,4162.89,1
20110305 07:36:02,770789.49,29.339948,88.708604,4475.24,1
20110919 21:45:57,770816.95,29.332218,88.708303,4107.83,1
20120922 03:30:58,771551.38,29.334777,88.71748,4171.6,1
20110305 07:36:02,772211.03,29.348538,88.722881,4453.25,1
20110305 07:36:02,772424.61,29.337716,88.724585,4460.75,1
20110529 15:29:41,772819.01,29.335407,88.731237,4183.04,1
20120308 01:27:14,773033.52,29.336043,88.733315,4463.38,1
20120531 21:14:35,773377.9,29.335824,88.737114,3845.81,0
20130604 02:58:24,773564.66,29.347419,88.7348,5518.4,1
20120531 21:14:35,773576.28,29.338452,88.738274,3845.84,0
20111213 17:33:40,773702.95,29.331592,88.742203,4588.86,1
20111213 17:33:40,773716.26,29.336872,88.740375,4580.08,1
20110529 15:29:41,773722.92,29.343352,88.738027,4305.43,1
20120531 21:14:35,773943.19,29.349106,88.738256,3846.29,0
20120824 17:02:06,774028.34,29.339541,88.742747,4130,1
20120824 17:02:06,774102.4,29.34222,88.742546,4128.25,1
20121215 23:17:59,774389.57,29.33948,88.746669,4094.53,1
20121215 23:17:59,774970.6,29.342353,88.751868,4097.14,1
20121215 23:17:59,775344.4,29.350526,88.752851,4432.88,1
20111213 17:33:40,775411.63,29.347976,88.754529,4543.31,1
20121215 23:17:59,775940.18,29.345259,88.758155,4099.82,1
20130310 19:05:03,776703.65,29.350317,88.766664,4695.93,1
20121215 23:17:59,776897.41,29.353792,88.770926,4207.32,1
20130827 22:45:27,777022.51,29.349938,88.770108,4192.3,1
20130604 02:58:24,777042.86,29.351747,88.771401,5545.8,1
20130310 19:05:03,777113.52,29.342181,88.766613,4407.7,1
20130827 22:45:27,777497.31,29.339098,88.770728,4089.33,1
20110529 15:29:41,779818.6,29.344325,88.795264,4322.43,1
20110305 07:36:02,780013.14,29.361244,88.783112,4405.11,1
20120824 17:02:06,780013.14,29.362385,88.782514,4221.29,1
20120824 17:02:06,780169.48,29.345905,88.797024,4291,1
20101112 01:19:58,781063.58,29.343493,88.805499,4195.31,1
20110305 07:36:02,782001.51,29.348635,88.815321,4449.33,1
20101112 01:19:58,782086.1,29.353962,88.816442,4349.6,1
20110822 11:16:58,784694.1,29.345909,88.847921,4172.85,1
20121117 12:49:14,784834.7,29.344954,88.848858,3832.5,0
20121117 12:49:14,784880.24,29.339711,88.843227,3832.27,0
20121117 12:49:14,785055.91,29.342246,88.848882,3832.42,0
20130827 22:45:27,785696.73,29.328804,88.842244,3983.58,1
20110529 03:23:37,785710.51,29.337356,88.849568,3833.87,0
20121117 12:49:14,785724.18,29.334179,88.847085,3833.77,0
20130603 14:52:19,785784.15,29.336075,88.849429,3832.05,0
20120531 09:08:34,785918.37,29.333743,88.849178,3833.26,0
20121117 12:49:14,785963.55,29.328809,88.845625,3833.69,0
20120531 09:08:34,786149.56,29.328297,88.847551,3833.04,0
20121117 12:49:14,786406.03,29.323362,88.846671,3832.89,0
20121117 12:49:14,786651.77,29.32063,88.847497,3833.01,0
20120531 09:08:34,786706.78,29.32021,88.847842,3832.31,0
20120531 09:08:34,786860.38,29.325703,88.850993,3832.49,0
20110529 03:23:37,787610.03,29.321513,88.859104,3832.01,0
20110529 03:23:37,787742.16,29.326918,88.859988,3832.02,0
20110529 03:23:37,787753.6,29.324239,88.860344,3831.96,0
20110822 11:16:58,787847.82,29.322085,88.861508,4190.87,1
20130603 14:52:19,788279.63,29.320516,88.867212,3831.04,0
20110822 11:16:58,789062.83,29.343673,88.862921,4181.7,1
20131120 18:32:52,790428.95,29.341975,88.891092,3830.28,0
20131120 18:32:52,790541.94,29.331432,88.886085,3830.86,0
20131120 18:32:52,790877.14,29.323438,88.88517,3830.91,0
20131120 18:32:52,791308.67,29.32066,88.88849,3829.04,0
20110204 21:07:03,791331.75,29.336237,88.898082,4153.55,1
20120824 04:56:01,792626.6,29.301279,88.900349,3831.23,0
20110204 21:07:03,792760.62,29.317012,88.903881,4067.62,1
20130210 08:36:07,792792.33,29.302981,88.902298,3828.73,0
20120208 02:52:18,792883.97,29.308204,88.903959,3828.8,0
20120824 04:56:01,792951.84,29.312305,88.905221,3829.24,0
20120208 02:52:18,792971.03,29.310831,88.905219,3827.91,0
20130210 08:36:07,792989.89,29.311041,88.905443,3828.22,0
20120824 04:56:01,793394.21,29.317916,88.910828,3828.65,0
20110204 21:07:03,794500.13,29.32479,88.916533,3827.3,0
20130827 10:39:27,796000.4,29.33194,88.930672,3824.61,0
20130827 10:39:27,796192.99,29.334552,88.928928,3826.18,0
20130210 08:36:07,796421.65,29.334633,88.934317,3824.58,0
20130210 08:36:07,796705.7,29.337344,88.934564,3824.55,0
20120208 02:52:18,796845.97,29.339271,88.933233,3824.81,0
20130210 08:36:07,796992.02,29.340054,88.934869,3824.44,0
20110204 21:07:03,797008,29.340587,88.933943,3827.83,0
20120208 02:52:18,797140.08,29.341916,88.933753,3826.99,0
20130210 08:36:07,797196.32,29.342803,88.933873,3824.21,0
20110204 21:07:03,797450.02,29.345981,88.935536,3826.04,0
20130210 08:36:07,797450.02,29.348166,88.936349,3824.22,0
20130210 08:36:07,797450.02,29.345463,88.935838,3824.3,0
20120208 02:52:18,797692.12,29.347075,88.93911,3827.05,0
20110821 23:10:57,798206.76,29.34313,88.944149,4032.66,1
20110821 23:10:57,798208.41,29.351119,88.94471,4079.62,1
20110821 23:10:57,798717.13,29.345925,88.948621,4076.34,1
20110821 23:10:57,799876.65,29.333147,88.965709,4083.1,1
20121117 00:43:09,801018.06,29.354862,88.968924,4520.77,1
20131120 06:26:53,801491.7,29.356163,88.973972,3822.46,0
20131120 06:26:53,801737.54,29.353553,88.976462,3822.34,0
20120502 22:39:40,802695.12,29.352016,88.98691,3820.32,0
20131120 06:26:53,803238.59,29.367162,88.982152,3820.32,0
20120502 22:39:40,804097.23,29.365144,88.99664,3819.2,0
20130506 04:23:22,804345.9,29.365828,88.999397,4142.98,1
20130506 04:23:22,804745.56,29.368185,89.010439,4140.86,1
20121117 00:43:09,804985.61,29.350312,88.997011,4134.81,1
20130506 04:23:22,805750.59,29.357377,89.011634,4112.53,1
20111114 18:58:32,808258.78,29.351383,89.031589,4138.55,1
20111114 18:58:32,808644.85,29.356878,89.036307,4141.93,1
20120207 14:46:17,809293.7,29.353959,89.044466,3816.52,0
20121117 00:43:09,809470.42,29.343489,89.039229,4099.91,1
20120207 14:46:17,809553.99,29.351285,89.04571,3816.24,0
20130730 00:10:34,809556.19,29.349211,89.044279,4182.32,1
20120207 14:46:17,809788.88,29.348602,89.046643,3816.07,0
20101111 13:13:53,810010.03,29.344362,89.046317,4057.74,1
20130730 00:10:34,810149.6,29.338457,89.047321,4169.74,1
20130730 00:10:34,810195.25,29.343748,89.048648,4176.59,1
20120207 14:46:17,810240.67,29.337841,89.049286,3816.06,0
20130209 20:30:07,810386.17,29.347615,89.050503,3815.85,0
20130209 20:30:07,810562.59,29.345003,89.052448,3816.2,0
20130730 00:10:34,811182.02,29.340832,89.056875,4167.42,1
20130209 20:30:07,811481.08,29.339872,89.059419,3815.22,0
20100721 06:57:18,812265.62,29.336558,89.065527,3814.99,0
20100721 06:57:18,812403.03,29.33382,89.066312,3814.88,0
20100721 06:57:18,812526.09,29.328393,89.0663,3814.66,0
20100721 06:57:18,812541.78,29.325694,89.065816,3814.75,0
20110204 09:01:01,816938.52,29.316972,89.105303,4125.7,1
20130209 20:30:07,817334.99,29.31737,89.109922,3811.58,0
20110204 09:01:01,817378.46,29.319794,89.110192,4127.71,1
20110430 04:48:35,817676.62,29.320186,89.113238,3813.89,0
20120502 10:33:36,817801.71,29.320201,89.114527,3815.58,0
20120502 10:33:36,817989.48,29.331108,89.115661,3813.42,0
20110430 04:48:35,818014,29.317636,89.116905,3814.45,0
20100720 18:51:20,818060.8,29.332008,89.116913,4332.86,1
20130505 16:17:24,818406.58,29.320948,89.121215,3812.27,0
20131022 19:57:53,819817.63,29.317653,89.134356,3810.14,0
20120502 10:33:36,819968.39,29.318132,89.135829,3813.91,0
20110430 04:48:35,821663.99,29.339456,89.134226,3808.61,0
20131022 19:57:53,821663.99,29.330734,89.143655,3810.12,0
20121019 14:14:17,822496.91,29.337514,89.149731,3808.19,0
20131022 19:57:53,822496.91,29.338598,89.148713,3809.74,0
20130505 16:17:24,822503.77,29.337885,89.151932,3807.23,0
20121019 14:14:17,822620.84,29.334921,89.153134,3808.91,0
20131022 19:57:53,823981.72,29.343719,89.156066,3810.09,0
20131022 19:57:53,824093.32,29.346151,89.163968,3812.15,0
20130729 12:04:35,826084,29.336125,89.1845,3807.94,0
20100720 18:51:20,826426.73,29.342227,89.186829,4342.9,1
20120110 04:17:18,826576.4,29.338114,89.188771,3804.35,0
20130729 12:04:35,826892.19,29.344422,89.191425,3805.79,0
20100720 18:51:20,827032.96,29.339729,89.193331,4310.74,1
20120110 04:17:18,827144.59,29.340642,89.194396,3804.23,0
20120110 04:17:18,827435.9,29.345965,89.196892,3803.57,0
20110724 00:36:02,827477.55,29.343102,89.197598,4151.26,1
20100720 18:51:20,828304.18,29.337738,89.21651,4285.82,1
20110106 22:32:03,828885.65,29.349467,89.216456,3803.19,0
20120110 04:17:18,829501.37,29.356528,89.204644,3802.39,0
20100720 18:51:20,830082.76,29.353853,89.214365,4433.15,1
20110724 00:36:02,830134.51,29.356995,89.212412,4151.77,1
20110106 22:32:03,830832.62,29.352084,89.218782,3803.09,0
20110106 22:32:03,830990.99,29.354742,89.219725,3803.05,0
20130112 10:01:13,831170.53,29.356693,89.221086,3802.58,0
20110106 22:32:03,831176.5,29.357392,89.220957,3802.9,0
20130112 10:01:13,831254.4,29.353962,89.222723,3803.05,0
20130112 10:01:13,831285.51,29.35936,89.221568,3802.4,0
20110106 22:32:03,831774.41,29.365323,89.225302,3801.38,0
20110724 00:36:02,831774.41,29.338852,89.234582,4160.81,1
20110106 22:32:03,831818.49,29.368049,89.22403,3801.28,0
20130112 10:01:13,831838.41,29.364565,89.226759,3801.34,0
20130112 10:01:13,831872.3,29.367294,89.225218,3800.82,0
20130112 10:01:13,832159.2,29.369927,89.226795,3799.89,0
20130112 10:01:13,832499.31,29.372541,89.229027,3799.74,0
20131022 07:51:51,833191.89,29.35965,89.239504,3799.99,0
20131022 07:51:51,833692.56,29.367914,89.243073,3798.73,0
20110401 18:19:31,834565.19,29.365716,89.250942,4077.1,1
20110401 18:19:31,834682.64,29.368341,89.252104,4076.07,1
20110401 18:19:31,835727.61,29.373313,89.263585,3795.44,0
20121019 02:08:18,835786.96,29.36222,89.269468,3797.78,0
20130407 05:48:28,835960.41,29.37013,89.271181,3794.99,0
20121019 02:08:18,836100.87,29.378069,89.265044,3796.23,0
20110401 18:19:31,836452.75,29.378447,89.269752,3797.21,0
20121019 02:08:18,836616.71,29.383437,89.266299,3795.49,0
20130407 05:48:28,837874.07,29.380496,89.280559,3792.6,0
20110401 18:19:31,838236.81,29.385998,89.283876,3795.98,0
20130407 05:48:28,838331.4,29.385692,89.28482,3796.14,0
20110401 18:19:31,839513.43,29.380319,89.295625,3792.64,0
20120109 16:11:14,841075.14,29.38154,89.310557,3792.16,0
20120109 16:11:14,841196.86,29.376185,89.312873,3792.43,0
20120109 16:11:14,841203.04,29.368098,89.314517,3791.16,0
20120109 16:11:14,841230.25,29.36541,89.315326,3790.85,0
20130111 21:55:16,842816.96,29.378915,89.329107,3791.26,0
20110625 14:07:08,843334.2,29.364872,89.338289,3790.61,0
20110625 14:07:08,843334.2,29.35959,89.335964,3790.37,0
20130111 21:55:16,843334.2,29.357783,89.338438,3789.57,0
20130111 21:55:16,843334.2,29.360465,89.338597,3789.32,0
20130111 21:55:16,843334.2,29.365756,89.336535,3789.64,0
20130111 21:55:16,843334.2,29.371058,89.334819,3790.96,0
20130111 21:55:16,843334.2,29.373736,89.33485,3790.79,0
20110625 14:07:08,843572.84,29.383758,89.333316,3793.44,0
20130111 21:55:16,843785.96,29.381822,89.336681,3789.49,0
20120627 19:51:56,844637.73,29.380315,89.347228,3790.42,0
20120403 11:58:38,844684.21,29.378892,89.3472,3790.3,0
20120627 19:51:56,845297.26,29.363967,89.35171,3788.75,0
20120627 19:51:56,845297.26,29.361374,89.348132,3788.73,0
20120627 19:51:56,845392.19,29.366582,89.354566,3788.43,0
20120627 19:51:56,845550.32,29.377384,89.354751,3790.39,0
20120627 19:51:56,845717.33,29.371905,89.357219,3789.34,0
20120627 19:51:56,846863.71,29.35835,89.358702,3788.3,0
20110401 06:13:32,847760.17,29.369603,89.374995,3786.28,0
20110401 06:13:32,847895.11,29.372453,89.379776,3785.43,0
20110401 06:13:32,848149.05,29.364188,89.374772,3786.75,0
20120403 11:58:38,848791.83,29.371886,89.380983,3785.65,0
20120403 11:58:38,849308.48,29.366726,89.387499,3785.63,0
20130406 17:42:28,850148.01,29.362654,89.393843,3785.38,0
20110918 09:54:26,850434.51,29.361123,89.399155,3787.58,0
20130406 17:42:28,850467.84,29.35999,89.395432,3784.86,0
20110918 09:54:26,850742.49,29.358386,89.399713,3786.75,0
20130406 17:42:28,850757.1,29.357274,89.395299,3785.42,0
20130406 17:42:28,850995.78,29.354481,89.392694,3784.8,0
20120403 11:58:38,851069.6,29.353426,89.391024,3785.43,0
20120403 11:58:38,851514.9,29.350975,89.398586,3783.85,0
20130406 17:42:28,851627.05,29.34926,89.399386,3785.25,0
20110918 09:54:26,851816.71,29.350165,89.401568,3784.86,0
20130406 17:42:28,852468.71,29.35225,89.408501,3783.85,0
20110625 02:01:06,854007.42,29.364426,89.419848,5245.05,1
20130923 21:22:52,854083.82,29.362789,89.425186,4125.11,1
20120920 15:39:22,854576.02,29.354985,89.42654,3784.23,0
20120920 15:39:22,854676.06,29.360204,89.430494,3784.41,0
20120920 15:39:22,855608.41,29.34666,89.436936,3783.32,0
20120920 15:39:22,855840.38,29.343922,89.439205,3782.85,0
20130923 21:22:52,855868.52,29.356908,89.440068,4143.88,1
20120627 07:45:59,856219.25,29.362594,89.441377,3781.13,0
20120627 07:45:59,856235.41,29.357284,89.442846,3781.65,0
20130923 09:16:50,857719.29,29.347521,89.454696,5447.09,1
20120627 07:45:59,858421.17,29.341428,89.45071,3780.99,0
20101208 23:57:13,858481.71,29.340795,89.452058,4100.64,1
20101208 23:57:13,858487.36,29.335653,89.446108,4028.69,1
